c	Average Fairness	Modularity	Global Fairness	avg_len
1.0	0.2515002727768685	0.006045217749986055	0.9213836477987422	1068.3333333333333
0.9	0.3076923076923077	0.15454779398662086	0.9213836477987422	161.66666666666666
0.8	0.8608974358974358	0.08407436961564083	0.9213836477987422	125.0
0.7	0.7943262411347518	0.08986445071792738	0.9213836477987422	128.66666666666666
0.6	0.6866270663324673	0.0984727552473888	0.9213836477987422	165.33333333333334
0.5	0.7938084959196875	0.0944627752988988	0.9213836477987422	106.66666666666667
0.4	0.8186364638831819	0.1178372248393449	0.9213836477987422	108.33333333333333
0.3	0.34981738646766547	0.34571732805820976	0.9213836477987422	36.333333333333336
0.2	0.20917704214624872	0.39817235528294204	0.9213836477987422	29.0
0.1	0.13585608185601641	0.4197812395403592	0.9213836477987422	30.0
0.0	0.05297316316566916	0.4270558891092491	0.9213836477987422	11.0
