c	Average Fairness	Modularity	Global Fairness	avg_len
1.0	0.28888888888888886	0.04042830350791289	1.0	102.66666666666667
0.9	0.31666666666666665	0.4615780218832667	1.0	16.666666666666668
0.8	0.33888888888888885	0.450416200885062	1.0	18.666666666666668
0.7	0.3	0.4718698706281969	1.0	18.333333333333332
0.6	0.6436519961519961	0.5238649556699094	1.0	11.333333333333334
0.5	0.8699415091081758	0.5965546019222537	1.0	6.0
0.4	0.8675418871252204	0.5810075048579867	1.0	6.0
0.3	0.8371043771043771	0.6413404655660362	1.0	6.666666666666667
0.2	0.8950476992143658	0.7111307175654327	1.0	6.333333333333333
0.1	0.8844668911335577	0.7142148846863327	1.0	6.333333333333333
0.0	0.22895622895622894	0.7388974602969299	1.0	10.666666666666666
